01/1990,02/1990,03/1990,04/1990,05/1990,06/1990,07/1990,08/1990,09/1990,10/1990,11/1990,12/1990,01/1991,02/1991,03/1991,04/1991,05/1991,06/1991,07/1991,08/1991,09/1991,10/1991,11/1991,12/1991,01/1992,02/1992,03/1992,04/1992,05/1992,06/1992,07/1992,08/1992,09/1992,10/1992,11/1992,12/1992,01/1993,02/1993,03/1993,04/1993,05/1993,06/1993,07/1993,08/1993,09/1993,10/1993,11/1993,12/1993,01/1994,02/1994,03/1994,04/1994,05/1994,06/1994,07/1994,08/1994,09/1994,10/1994,11/1994,12/1994,01/1995,02/1995,03/1995,04/1995,05/1995,06/1995,07/1995,08/1995,09/1995,10/1995,11/1995,12/1995,01/1996,02/1996,03/1996,04/1996,05/1996,06/1996,07/1996,08/1996,09/1996,10/1996,11/1996,12/1996,01/1997,02/1997,03/1997,04/1997,05/1997,06/1997,07/1997,08/1997,09/1997,10/1997,11/1997,12/1997,01/1998,02/1998,03/1998,04/1998,05/1998,06/1998,07/1998,08/1998,09/1998,10/1998,11/1998,12/1998,01/1999,02/1999,03/1999,04/1999,05/1999,06/1999,07/1999,08/1999,09/1999,10/1999,11/1999,12/1999,01/2000,02/2000,03/2000,04/2000,05/2000,06/2000,07/2000,08/2000,09/2000,10/2000,11/2000,12/2000,01/2001,02/2001,03/2001,04/2001,05/2001,06/2001,07/2001,08/2001,09/2001,10/2001,11/2001,12/2001,01/2002,02/2002,03/2002,04/2002,05/2002,06/2002,07/2002,08/2002,09/2002,10/2002,11/2002,12/2002,01/2003,02/2003,03/2003,04/2003,05/2003,06/2003,07/2003,08/2003,09/2003,10/2003,11/2003,12/2003,01/2004,02/2004,03/2004,04/2004,05/2004,06/2004,07/2004,08/2004,09/2004,10/2004,11/2004,12/2004,01/2005,02/2005,03/2005,04/2005,05/2005,06/2005,07/2005,08/2005,09/2005,10/2005,11/2005,12/2005,01/2006,02/2006,03/2006,04/2006,05/2006,06/2006,07/2006,08/2006,09/2006,10/2006,11/2006,12/2006,01/2007,02/2007,03/2007,04/2007,05/2007,06/2007,07/2007,08/2007,09/2007,10/2007,11/2007,12/2007,01/2008,02/2008,03/2008,04/2008,05/2008,06/2008,07/2008,08/2008,09/2008,10/2008,11/2008,12/2008,01/2009,02/2009,03/2009,04/2009,05/2009,06/2009,07/2009,08/2009,09/2009,10/2009,11/2009,12/2009,01/2010,02/2010,03/2010,04/2010,05/2010,06/2010,07/2010,08/2010,09/2010,10/2010,11/2010,12/2010,01/2011,02/2011,03/2011,04/2011,05/2011,06/2011,07/2011,08/2011,09/2011,10/2011,11/2011,12/2011,01/2012,02/2012,03/2012,04/2012,05/2012,06/2012,07/2012,08/2012,09/2012,10/2012,11/2012,12/2012,01/2013,02/2013,03/2013,04/2013,05/2013,06/2013,07/2013,08/2013,09/2013,10/2013,11/2013,12/2013,01/2014,02/2014,03/2014,04/2014,05/2014,06/2014,07/2014,08/2014,09/2014,10/2014,11/2014,12/2014,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018
S484,S484,S279,S408,S77,S705,S1252,S1261,S945,S45,S1081,S1147,S63,S240,S566,S1261,S434,S831,S1147,S651,S651,S1156,S1156,S1154,S314,S1168,S1257,S831,S1147,S651,S1154,S678,S705,S1081,S831,S651,S1017,S1017,S1017,S1184,S1184,S1154,S45,S831,S651,S585,S809,S117,S752,S756,S1143,S784,S1257,S831,S1017,S935,S935,S491,S1346,S1346,S1168,S1090,S1117,S1009,S74,S777,S1134,S205,S671,S37,S1017,S1113,S608,S608,S491,S1242,S77,S678,S651,S585,S1287,S1346,S1111,S1111,S232,S431,S540,S74,S74,S74,S77,S1172,S1115,S889,S1017,S149,S1301,S1362,S1301,S612,S717,S1190,S954,S117,S257,S842,S1316,S859,S403,S590,S175,S1147,S74,S717,S154,S1182,S205,S1113,S357,S833,S842,S842,S842,S142,S917,S1167,S612,S1111,S717,S77,S757,S449,S612,S1195,S1195,S36,S830,S1343,S45,S1364,S74,S1113,S412,S608,S491,S491,S833,S833,S1190,S215,S711,S303,S608,S1111,S1111,S1111,S1070,S223,S241,S1346,S1346,S1346,S142,S142,S865,S32,S1362,S711,S257,S257,S257,S612,S612,S1195,S1362,S711,S1300,S560,S842,S214,S717,S830,S830,S214,S912,S1156,S303,S1300,S1190,S1184,S528,S1330,S717,S830,S497,S801,S52,S1184,S879,S1167,S1167,S721,S721,S1118,S1300,S1195,S717,S1320,S1320,S103,S383,S37,S809,S1362,S1300,S859,S615,S1117,S372,S125,S809,S1113,S760,S615,S37,S1113,S1362,S711,S999,S760,S37,S140,S140,S641,S684,S227,S383,S1117,S1147,S916,S1024,S334,S615,S37,S615,S684,S1024,S334,S615,S615,S1117,S1117,S1024,S227,S1002,S760,S760,S514,S1024,S334,S1002,S383,S37,S885,S334,S999,S514,S1169,S615,S1169,S334,S21,S383,S37,S37,S37,S407,S760,S383,S1169,S1169,S1117,S999,S1002,S383,S824,S1012,S125,S1024,S227,S1002,S514,S37,S372,S227,S781,S781,S514,S37,S1147,S1047,S472,S227,S454,S454,S514,S838,S684,S1024,S407,S514,S1147,S218,S907,S999,S454,S760,S760,S1047,S472,S481,S1169,S1169,S37,S686,S1047,S684,S407,S407,S1002,S1047,S472,S1024,S999,S999,S999,S1195,S1195,S1250,S728,S728,S102,S227,S227,S481,S443,S662,S1249
S208,S208,S484,S1156,S1167,S678,S268,S312,S918,S1168,S1052,S831,S420,S63,S984,S312,S945,S37,S831,S1147,S1147,S52,S52,S408,S279,S889,S1081,S37,S831,S1147,S1184,S77,S724,S1052,S37,S1147,S1117,S1117,S1117,S408,S408,S1184,S1208,S1257,S1147,S1364,S74,S777,S870,S628,S442,S1268,S1081,S37,S1117,S15,S15,S257,S491,S491,S740,S1257,S651,S1364,S1009,S1325,S1115,S682,S665,S1052,S1117,S117,S832,S832,S257,S917,S1167,S77,S1147,S1364,S1113,S491,S612,S612,S195,S640,S892,S1009,S1009,S1009,S1167,S678,S1118,S740,S954,S1325,S32,S1301,S32,S1346,S1111,S833,S1117,S149,S608,S1190,S497,S214,S535,S1070,S361,S831,S1009,S1111,S619,S136,S527,S117,S711,S1343,S1190,S1190,S1190,S917,S90,S1330,S1346,S1195,S1111,S1167,S1172,S714,S1300,S612,S612,S717,S36,S830,S1208,S824,S693,S117,S1362,S357,S257,S257,S1343,S1343,S560,S255,S412,S711,S357,S1195,S1195,S1195,S1318,S1022,S1374,S491,S491,S491,S917,S917,S1330,S1287,S1301,S412,S608,S608,S608,S1300,S1300,S612,S1301,S412,S1346,S833,S1190,S1316,S1111,S789,S789,S1316,S859,S52,S711,S1346,S560,S713,S1184,S142,S1111,S789,S842,S813,S801,S713,S142,S156,S156,S1264,S1264,S543,S491,S1300,S1195,S1061,S1061,S1193,S760,S615,S641,S32,S491,S1316,S514,S1147,S1117,S824,S641,S149,S1002,S514,S615,S149,S32,S1362,S781,S1002,S615,S1117,S1117,S885,S472,S359,S454,S1147,S37,S1117,S688,S227,S514,S615,S514,S472,S688,S227,S1169,S1169,S1147,S1147,S688,S359,S21,S1002,S1002,S383,S688,S227,S21,S454,S615,S1009,S227,S781,S383,S514,S1169,S514,S227,S407,S454,S615,S615,S615,S999,S1002,S454,S514,S514,S1147,S781,S407,S454,S140,S824,S1012,S684,S359,S407,S383,S1169,S1117,S359,S481,S481,S383,S1169,S37,S102,S719,S359,S760,S760,S383,S686,S472,S684,S999,S383,S37,S233,S741,S781,S760,S1002,S1002,S102,S107,S227,S514,S514,S1169,S907,S102,S472,S999,S999,S407,S102,S1047,S684,S781,S781,S781,S1300,S1300,S680,S662,S662,S686,S359,S359,S227,S233,S1309,S807
S390,S390,S208,S52,S1330,S77,S737,S988,S314,S889,S45,S37,S533,S420,S240,S1025,S918,S1081,S37,S831,S831,S813,S813,S1156,S484,S740,S1052,S1257,S37,S831,S408,S1167,S678,S45,S1257,S831,S1106,S1106,S1106,S1156,S1156,S408,S1168,S1081,S831,S935,S1009,S1325,S1083,S564,S756,S109,S1052,S1090,S1106,S1017,S1017,S608,S257,S257,S1104,S1052,S1147,S935,S1364,S809,S1118,S1182,S1203,S45,S651,S149,S711,S711,S608,S1154,S1330,S1167,S37,S1017,S117,S257,S1346,S1346,S282,S525,S431,S585,S585,S585,S1330,S77,S1354,S1104,S1117,S809,S1287,S32,S1287,S491,S1195,S717,S651,S1325,S357,S833,S842,S1316,S1380,S1318,S1234,S37,S585,S1195,S1193,S154,S1182,S149,S1362,S717,S833,S833,S833,S90,S1184,S156,S491,S612,S1195,S1330,S678,S757,S1346,S1300,S1300,S1111,S717,S36,S383,S267,S126,S149,S1301,S303,S608,S608,S830,S830,S833,S229,S1362,S412,S303,S612,S612,S612,S580,S1070,S223,S257,S257,S257,S90,S90,S156,S1113,S32,S1362,S357,S357,S357,S1346,S1346,S1300,S1287,S1362,S491,S1343,S560,S842,S1195,S36,S36,S497,S214,S813,S412,S491,S833,S1156,S713,S917,S1195,S36,S1190,S912,S813,S1156,S90,S1330,S1330,S1263,S1263,S1354,S608,S491,S1300,S1115,S1115,S619,S1002,S514,S1009,S1113,S608,S842,S383,S37,S1147,S140,S1009,S809,S407,S383,S514,S809,S1113,S32,S334,S407,S1169,S1147,S1147,S1009,S719,S69,S760,S37,S615,S1147,S684,S359,S383,S514,S383,S719,S684,S359,S514,S514,S37,S37,S684,S69,S407,S21,S21,S454,S684,S359,S407,S760,S1169,S125,S359,S334,S454,S383,S514,S383,S359,S999,S760,S1169,S1169,S1169,S781,S21,S760,S383,S383,S37,S334,S999,S760,S372,S140,S824,S472,S1024,S999,S454,S514,S1147,S1024,S227,S227,S454,S514,S1169,S838,S107,S1024,S1002,S1002,S454,S907,S719,S472,S781,S454,S514,S1040,S728,S481,S1002,S407,S407,S686,S1047,S359,S383,S383,S514,S741,S686,S1047,S781,S781,S999,S686,S102,S472,S481,S481,S481,S491,S491,S717,S1309,S1309,S907,S1024,S1024,S359,S1040,S505,S1169
S64,S64,S390,S813,S1242,S1167,S950,S1025,S279,S740,S1168,S1257,S634,S533,S63,S1379,S1166,S1052,S1081,S37,S37,S912,S912,S52,S208,S784,S45,S1081,S1257,S37,S1156,S1242,S77,S1208,S1081,S37,S651,S651,S651,S52,S52,S1156,S889,S1052,S37,S1017,S585,S809,S795,S752,S628,S434,S45,S1257,S651,S1117,S1117,S832,S608,S608,S20,S45,S831,S140,S935,S74,S1085,S136,S858,S1208,S1147,S777,S412,S412,S832,S90,S1242,S1330,S1052,S1117,S149,S608,S491,S491,S1311,S1192,S640,S1364,S1364,S1364,S156,S1167,S1085,S20,S651,S74,S1113,S1287,S1113,S257,S612,S1111,S1147,S809,S711,S717,S1190,S497,S707,S580,S512,S770,S140,S612,S545,S619,S136,S1325,S1301,S1111,S1343,S1343,S1343,S1184,S713,S142,S257,S1300,S612,S142,S77,S1172,S491,S1346,S1346,S1195,S1111,S717,S1253,S140,S1009,S1325,S32,S711,S357,S357,S36,S36,S1343,S205,S1301,S1362,S711,S1300,S1300,S1300,S979,S1318,S1022,S608,S608,S608,S1184,S1184,S142,S117,S1287,S1301,S303,S303,S303,S491,S491,S1346,S1113,S1301,S257,S830,S833,S1190,S612,S717,S717,S842,S1316,S859,S1362,S257,S1343,S52,S1156,S90,S612,S717,S560,S859,S912,S52,S917,S879,S879,S757,S757,S119,S711,S608,S491,S1249,S1249,S1320,S407,S383,S125,S149,S711,S560,S454,S615,S37,S372,S125,S641,S999,S454,S383,S641,S149,S1113,S227,S999,S514,S37,S37,S125,S107,S1024,S1002,S615,S1169,S37,S472,S69,S454,S383,S454,S107,S472,S69,S383,S383,S615,S615,S472,S1024,S999,S407,S407,S760,S472,S69,S999,S1002,S514,S824,S69,S227,S760,S454,S383,S454,S69,S781,S1002,S514,S514,S514,S334,S407,S1002,S454,S454,S615,S227,S781,S1002,S1117,S372,S140,S719,S684,S781,S760,S383,S37,S684,S359,S359,S760,S383,S514,S686,S1047,S684,S407,S407,S760,S741,S107,S719,S481,S760,S383,S555,S662,S227,S407,S999,S999,S907,S102,S1024,S454,S454,S383,S728,S907,S102,S481,S481,S781,S907,S686,S1047,S227,S227,S227,S608,S608,S1195,S505,S505,S728,S684,S684,S1024,S555,S443,S561
S1261,S1261,S64,S912,S1154,S1330,S822,S1379,S484,S1104,S889,S1081,S845,S634,S420,S221,S314,S45,S1052,S1081,S1081,S1316,S1316,S813,S390,S1268,S1208,S1052,S1081,S1257,S52,S1154,S1167,S1168,S1052,S1257,S1147,S1147,S1147,S813,S813,S52,S740,S45,S1257,S1117,S1364,S74,S341,S870,S564,S20,S1208,S1081,S1147,S1106,S1106,S711,S832,S832,S314,S1208,S37,S15,S140,S1009,S721,S154,S923,S889,S831,S1325,S1301,S1301,S711,S1184,S917,S1242,S45,S651,S1325,S711,S257,S257,S1274,S1218,S525,S140,S140,S140,S917,S1330,S721,S107,S1147,S1009,S117,S1113,S117,S608,S1346,S1195,S831,S74,S412,S1111,S833,S842,S242,S874,S723,S1052,S1017,S1346,S1320,S1193,S154,S809,S32,S1195,S717,S717,S717,S713,S1156,S917,S608,S1346,S1300,S917,S1167,S678,S257,S491,S491,S612,S1195,S1111,S889,S1037,S585,S809,S1287,S412,S303,S303,S717,S717,S830,S70,S32,S1301,S412,S1346,S1346,S1346,S354,S580,S1070,S357,S357,S357,S713,S713,S917,S149,S1113,S32,S711,S711,S711,S257,S257,S491,S117,S32,S608,S36,S1343,S560,S1300,S1111,S1111,S1190,S497,S214,S1301,S608,S830,S801,S52,S528,S1300,S1111,S833,S214,S859,S801,S528,S142,S142,S328,S328,S449,S1362,S711,S608,S1118,S1118,S1115,S999,S760,S824,S809,S1362,S1250,S760,S514,S615,S1117,S824,S1009,S781,S760,S454,S1009,S809,S149,S359,S781,S383,S615,S615,S140,S1047,S688,S407,S1169,S514,S615,S719,S1024,S760,S454,S760,S1047,S719,S1024,S454,S454,S1169,S1169,S719,S688,S781,S999,S999,S1002,S719,S1024,S781,S21,S383,S140,S1024,S359,S1002,S760,S454,S760,S1024,S334,S21,S383,S383,S383,S227,S999,S21,S760,S760,S1169,S359,S334,S407,S1147,S1117,S372,S107,S472,S481,S1002,S454,S1169,S472,S1024,S1024,S1002,S454,S383,S907,S102,S472,S999,S999,S1002,S728,S1047,S107,S227,S407,S454,S586,S1309,S359,S999,S781,S781,S741,S686,S684,S760,S760,S454,S662,S741,S686,S227,S227,S481,S728,S907,S102,S359,S359,S359,S956,S956,S1300,S443,S443,S662,S472,S472,S684,S586,S233,S18
S312,S312,S1261,S859,S408,S1242,S219,S221,S208,S784,S740,S1052,S791,S845,S533,S611,S279,S1168,S45,S1052,S1052,S1220,S1220,S912,S64,S109,S1168,S45,S1052,S1081,S813,S1184,S1242,S889,S45,S1081,S831,S831,S831,S912,S912,S813,S1104,S1208,S1081,S1106,S935,S1009,S873,S1083,S752,S945,S1168,S1052,S831,S651,S651,S412,S711,S711,S279,S1168,S1090,S1017,S15,S1364,S456,S1134,S229,S740,S37,S809,S32,S32,S412,S1156,S1154,S917,S1208,S1147,S809,S412,S608,S608,S850,S232,S1192,S1017,S1017,S1017,S90,S156,S456,S314,S831,S1364,S149,S117,S149,S357,S491,S612,S37,S1009,S1362,S1195,S717,S1190,S1341,S191,S614,S45,S954,S491,S1115,S545,S619,S74,S1287,S612,S1111,S1111,S1111,S1156,S52,S90,S357,S491,S1346,S90,S1330,S77,S608,S257,S257,S1300,S612,S1195,S455,S1017,S1364,S74,S1113,S1362,S711,S711,S1111,S1111,S36,S527,S1287,S32,S1362,S491,S491,S491,S645,S979,S1318,S303,S303,S303,S1156,S1156,S90,S1325,S117,S1287,S412,S412,S412,S608,S608,S257,S149,S1287,S357,S717,S830,S833,S1346,S1195,S1195,S560,S842,S1316,S32,S357,S789,S813,S801,S1184,S1346,S1195,S1343,S1316,S214,S813,S713,S90,S90,S77,S77,S1085,S32,S1362,S711,S1354,S1354,S1249,S781,S1002,S140,S641,S32,S717,S1002,S383,S514,S1147,S140,S125,S334,S1002,S760,S125,S641,S809,S69,S334,S454,S1169,S1169,S1117,S102,S684,S999,S514,S383,S1169,S107,S688,S1002,S760,S1002,S102,S107,S688,S760,S760,S514,S514,S107,S684,S334,S781,S781,S21,S107,S688,S334,S407,S454,S372,S688,S69,S21,S1002,S760,S1002,S688,S227,S407,S454,S454,S454,S359,S781,S407,S1002,S1002,S514,S69,S227,S999,S37,S1147,S1117,S1047,S719,S227,S407,S760,S514,S719,S684,S684,S407,S760,S454,S741,S838,S719,S781,S781,S407,S662,S102,S1047,S359,S999,S760,S1327,S505,S1024,S781,S481,S481,S662,S907,S472,S1002,S1002,S760,S1309,S728,S907,S359,S359,S227,S662,S728,S686,S1024,S1024,S1024,S1087,S1087,S491,S233,S233,S1309,S1047,S1047,S472,S1327,S1040,S953
S988,S988,S312,S1316,S1156,S1154,S1,S611,S390,S109,S1104,S45,S734,S791,S634,S238,S484,S889,S1168,S45,S45,S842,S842,S1316,S1261,S434,S889,S1208,S45,S1052,S912,S408,S1154,S740,S1208,S1052,S37,S37,S37,S859,S859,S912,S784,S1168,S1052,S651,S1017,S585,S362,S795,S870,S918,S889,S45,S37,S1147,S1147,S1362,S412,S412,S390,S740,S1257,S1117,S1017,S935,S1273,S1115,S205,S1104,S1052,S74,S1030,S1287,S1301,S52,S90,S1154,S889,S831,S74,S1362,S711,S711,S488,S195,S1218,S1117,S1117,S1117,S1184,S917,S757,S279,S37,S140,S1325,S149,S1325,S711,S257,S1346,S770,S585,S1301,S612,S1111,S833,S796,S403,S855,S1208,S1117,S257,S1118,S1320,S1193,S1009,S1113,S1346,S1195,S1195,S1195,S52,S813,S1184,S711,S257,S491,S1184,S142,S1167,S357,S608,S608,S1346,S1300,S612,S740,S954,S824,S693,S117,S1301,S412,S412,S1195,S1195,S717,S136,S1113,S1287,S1301,S257,S257,S257,S874,S354,S580,S711,S711,S711,S52,S52,S1184,S809,S149,S1113,S1362,S1362,S1362,S357,S357,S608,S1325,S1113,S303,S1111,S36,S1343,S491,S612,S612,S833,S1190,S497,S1287,S303,S36,S912,S813,S713,S491,S612,S830,S497,S1316,S912,S1184,S917,S917,S678,S678,S714,S1113,S32,S1362,S449,S449,S1118,S334,S407,S1117,S1009,S1113,S1195,S407,S454,S383,S37,S372,S824,S227,S407,S1002,S824,S1009,S641,S1024,S227,S760,S514,S514,S1147,S838,S472,S781,S383,S454,S514,S1047,S684,S21,S1002,S21,S838,S1047,S684,S1002,S1002,S383,S383,S1047,S472,S227,S334,S334,S407,S1047,S684,S227,S999,S760,S916,S684,S1024,S407,S21,S1002,S21,S684,S359,S999,S760,S760,S760,S69,S334,S999,S21,S21,S383,S1024,S359,S781,S615,S37,S1147,S102,S107,S359,S999,S1002,S383,S107,S472,S472,S999,S1002,S760,S662,S686,S107,S481,S481,S999,S1309,S838,S102,S1024,S781,S407,S1046,S443,S684,S481,S227,S227,S1309,S741,S107,S407,S407,S1002,S505,S662,S741,S1024,S1024,S359,S1309,S662,S907,S684,S684,S684,S711,S711,S608,S1040,S1040,S505,S102,S102,S1047,S1046,S555,S872
S1025,S1025,S988,S497,S52,S408,S1258,S238,S64,S945,S784,S1168,S108,S734,S845,S1098,S208,S740,S889,S1168,S1168,S524,S524,S1220,S312,S945,S740,S1168,S1208,S45,S859,S1156,S1184,S1104,S1168,S45,S1257,S1257,S1257,S1316,S1316,S859,S1268,S889,S45,S1147,S1117,S1364,S285,S341,S1083,S1166,S740,S1208,S1090,S831,S831,S32,S1362,S1362,S1261,S1104,S1052,S651,S1117,S140,S757,S1118,S682,S20,S45,S1009,S1287,S1113,S32,S813,S1184,S90,S740,S37,S1009,S32,S412,S412,S967,S282,S232,S651,S651,S651,S1156,S90,S1172,S390,S1052,S1017,S809,S1325,S809,S412,S608,S491,S1052,S1364,S32,S1346,S1195,S717,S709,S535,S1332,S889,S651,S608,S1354,S1115,S545,S585,S117,S491,S612,S612,S612,S813,S912,S713,S412,S608,S257,S713,S917,S1330,S303,S357,S357,S491,S1346,S1300,S1383,S1117,S267,S126,S149,S32,S1362,S1362,S612,S612,S1111,S154,S117,S1113,S32,S608,S608,S608,S646,S645,S979,S412,S412,S412,S813,S813,S713,S74,S1325,S117,S1301,S1301,S1301,S303,S303,S357,S809,S117,S711,S1195,S717,S830,S257,S1300,S1300,S1343,S560,S842,S1113,S711,S717,S859,S912,S1156,S257,S1300,S789,S842,S497,S859,S52,S528,S528,S231,S231,S721,S149,S1113,S32,S714,S714,S1354,S227,S999,S1147,S125,S149,S1300,S999,S760,S454,S514,S1117,S140,S359,S999,S407,S372,S125,S1009,S688,S359,S1002,S383,S383,S37,S686,S719,S334,S454,S760,S383,S102,S472,S407,S21,S407,S686,S102,S472,S21,S21,S454,S454,S102,S719,S359,S227,S227,S999,S102,S472,S359,S781,S1002,S1117,S1326,S688,S999,S407,S21,S407,S1326,S69,S781,S1002,S1002,S1002,S1024,S227,S781,S407,S407,S454,S684,S69,S334,S1169,S615,S37,S838,S1047,S1024,S781,S407,S454,S1047,S719,S719,S781,S407,S1002,S1309,S907,S1047,S227,S227,S781,S505,S686,S838,S684,S481,S999,S872,S218,S472,S227,S359,S359,S505,S728,S1047,S999,S999,S407,S443,S1309,S728,S684,S684,S1024,S505,S1309,S728,S472,S472,S472,S32,S32,S956,S555,S555,S443,S686,S686,S102,S1278,S586,S758
S1379,S1379,S1025,S524,S813,S1156,S332,S1098,S1261,S918,S109,S889,S537,S108,S791,S1252,S390,S1104,S740,S889,S889,S1190,S1190,S842,S1025,S918,S1104,S889,S1168,S1208,S1316,S52,S408,S784,S889,S1208,S1081,S1081,S1081,S1220,S1220,S1316,S109,S740,S1208,S831,S1106,S935,S563,S873,S795,S314,S1104,S1168,S1257,S37,S37,S1030,S32,S32,S312,S20,S45,S1147,S651,S15,S705,S1085,S1182,S314,S1208,S585,S1113,S117,S1287,S912,S1156,S1184,S1104,S1052,S585,S1287,S1362,S1362,S84,S1311,S195,S1147,S1147,S1147,S52,S1184,S678,S662,S45,S954,S74,S809,S74,S1362,S357,S257,S45,S140,S1287,S491,S612,S1111,S848,S1380,S104,S455,S1147,S357,S449,S1118,S1320,S1364,S149,S257,S1346,S1346,S1346,S912,S859,S1156,S1362,S357,S608,S1156,S90,S142,S711,S303,S303,S257,S491,S1346,S781,S651,S140,S1009,S1325,S1287,S1301,S1301,S1300,S1300,S1195,S788,S149,S117,S1287,S357,S357,S357,S607,S874,S354,S1362,S1362,S1362,S912,S912,S1156,S693,S809,S149,S32,S32,S32,S711,S711,S303,S74,S149,S412,S612,S1111,S36,S608,S1346,S1346,S830,S833,S1190,S117,S412,S1111,S214,S859,S52,S608,S1346,S36,S1190,S842,S214,S1156,S713,S713,S865,S865,S1264,S809,S149,S1113,S757,S757,S449,S359,S781,S37,S824,S809,S491,S781,S1002,S760,S383,S1147,S372,S69,S781,S999,S1117,S824,S125,S684,S69,S407,S454,S454,S615,S907,S107,S227,S760,S1002,S454,S838,S719,S999,S407,S999,S907,S838,S719,S407,S407,S760,S760,S838,S107,S69,S359,S359,S781,S838,S719,S69,S334,S21,S1147,S472,S684,S781,S999,S407,S999,S472,S1024,S334,S21,S21,S21,S688,S359,S334,S999,S999,S760,S472,S1024,S227,S514,S1169,S615,S686,S102,S684,S481,S999,S760,S838,S107,S107,S481,S999,S407,S505,S741,S102,S359,S359,S481,S443,S907,S686,S472,S227,S781,S291,S233,S107,S359,S1024,S1024,S443,S662,S102,S781,S781,S999,S233,S505,S662,S472,S472,S684,S443,S505,S662,S1047,S1047,S1047,S1113,S1113,S1087,S586,S586,S233,S728,S728,S686,S872,S1327,S1217
S1141,S1141,S1379,S900,S912,S52,S1260,S1252,S312,S314,S434,S740,S367,S537,S734,S737,S64,S784,S1104,S740,S740,S900,S900,S524,S1379,S1166,S784,S740,S889,S1168,S1220,S813,S1156,S109,S740,S1168,S1052,S1052,S1052,S842,S842,S1220,S434,S1104,S1168,S37,S651,S1017,S1107,S362,S341,S279,S784,S889,S1081,S1090,S1090,S1287,S1030,S1030,S1025,S314,S1208,S831,S1147,S1017,S678,S721,S136,S279,S889,S1364,S117,S149,S1113,S859,S52,S1156,S20,S45,S1364,S1113,S32,S32,S946,S1274,S282,S831,S831,S831,S813,S1156,S77,S447,S1208,S1117,S1009,S74,S1009,S1301,S711,S608,S1208,S1017,S1113,S257,S1346,S1195,S12,S707,S572,S740,S831,S711,S1085,S1354,S1115,S824,S1325,S608,S491,S491,S491,S859,S214,S52,S1301,S711,S357,S52,S1184,S917,S412,S711,S711,S608,S257,S491,S1104,S1147,S1037,S585,S809,S1113,S32,S32,S1346,S1346,S612,S619,S1325,S149,S1113,S303,S303,S303,S80,S646,S645,S1301,S1301,S1301,S859,S859,S52,S126,S74,S1325,S1287,S1287,S1287,S412,S412,S711,S693,S1325,S1362,S1300,S1195,S717,S357,S491,S491,S789,S1343,S560,S149,S1362,S1195,S1316,S214,S801,S357,S491,S717,S560,S1190,S1316,S951,S1184,S1184,S1167,S1167,S1263,S1009,S809,S149,S678,S678,S714,S69,S334,S615,S140,S641,S608,S334,S407,S1002,S454,S37,S1117,S1024,S334,S781,S1147,S372,S824,S472,S1024,S999,S760,S760,S1169,S741,S1047,S359,S1002,S21,S760,S686,S107,S781,S999,S781,S741,S686,S107,S999,S999,S1002,S1002,S686,S1047,S1024,S69,S69,S334,S686,S107,S1024,S227,S407,S37,S719,S1326,S334,S781,S999,S781,S719,S688,S227,S407,S407,S407,S684,S69,S227,S781,S781,S1002,S719,S684,S359,S383,S514,S1169,S907,S838,S472,S227,S781,S1002,S686,S1047,S1047,S227,S781,S999,S443,S662,S838,S1024,S1024,S227,S218,S741,S907,S719,S359,S481,S317,S1040,S1047,S1024,S684,S684,S233,S1309,S686,S481,S481,S781,S1040,S443,S1309,S1047,S1047,S472,S233,S443,S1309,S102,S102,S102,S641,S641,S711,S1327,S1327,S1040,S662,S662,S728,S291,S1046,S186
